OrgIndexId,GradYear,SchoolYear,StudentGroup,GradeLevel,DAT,CountExpected,CountMet,CountPrevPassed,PctMet_OSPI,PctMet,L1,L2,L3,L4,PctFoundational,CountFoundational,PctAltAssessment,DataAsOf,PctMet_Flag,PctMet_Delta
135,2025,2014-15,All Students,3,ERR_None,20,10,20,50.0%,0.5,0.1000000000000,0.4000000000000,0.3500000000000,0.1500000000000,,,,09/09/2022 12:00:00 AM,OK,0
135,2025,2014-15,Homeless,3,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
135,2025,2014-15,Low-Income,3,cross,,,,46.2%,0.461538,0.1538461538461,0.3846153846153,0.3846153846153,0.0769230769230,,,,09/09/2022 12:00:00 AM,OK,4.61538299967312E-07
135,2024,2014-15,All Students,4,ERR_None,26,13,26,50.0%,0.5,0.1538461538461,0.3461538461538,0.3461538461538,0.1538461538461,,,,09/09/2022 12:00:00 AM,OK,-9.99755833674953E-14
135,2024,2014-15,Homeless,4,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
135,2024,2014-15,Low-Income,4,ERR_None,16,5,16,31.3%,0.3125,0.2500000000000,0.4375000000000,0.3125000000000,0.0000000000000,,,,09/09/2022 12:00:00 AM,OK,0
135,2023,2014-15,All Students,5,ERR_None,28,13,28,46.4%,0.464286,0.3928571428571,0.1071428571428,0.2857142857142,0.1785714285714,,,,09/09/2022 12:00:00 AM,OK,-2.85714400027892E-07
135,2023,2014-15,Homeless,5,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
135,2023,2014-15,Low-Income,5,cross,,,,36.8%,0.368421,0.4736842105263,0.1052631578947,0.2631578947368,0.1052631578947,,,,09/09/2022 12:00:00 AM,OK,5.26315000470845E-08
135,2022,2014-15,All Students,6,ERR_None,30,9,30,30.0%,0.3,0.3000000000000,0.4000000000000,0.1333333333333,0.1666666666666,,,,09/09/2022 12:00:00 AM,OK,-9.99755833674953E-14
135,2022,2014-15,Homeless,6,Lt10orNo,,,,Suppressed: N<10,,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
135,2022,2014-15,Low-Income,6,ERR_None,17,2,17,11.8%,0.117647,0.4705882352941,0.4117647058823,0.0000000000000,0.1176470588235,,,,09/09/2022 12:00:00 AM,OK,5.88235000015258E-08
135,2021,2014-15,All Students,7,ERR_None,36,16,36,44.4%,0.444444,0.2777777777777,0.2500000000000,0.1666666666666,0.2777777777777,,,,09/09/2022 12:00:00 AM,OK,4.44444299974034E-07
135,2021,2014-15,Low-Income,7,ERR_None,24,7,24,29.2%,0.291667,0.3750000000000,0.2916666666666,0.1666666666666,0.1250000000000,,,,09/09/2022 12:00:00 AM,OK,-3.33333399993307E-07
135,2020,2014-15,All Students,8,ERR_None,21,13,21,61.9%,0.619048,0.1428571428571,0.2380952380952,0.4761904761904,0.1428571428571,,,,09/09/2022 12:00:00 AM,OK,-3.80952499989817E-07
135,2020,2014-15,Low-Income,8,cross,,,,57.1%,0.571429,0.2142857142857,0.2142857142857,0.5000000000000,0.0714285714285,,,,09/09/2022 12:00:00 AM,OK,-4.28571499955233E-07
135,2017,2014-15,All Students,11,LtGt,,,,<10%,0.1,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
135,2017,2014-15,Low-Income,11,LtGt,,,,<10%,0.1,,,,,,,,09/09/2022 12:00:00 AM,No L3L4,
