OrgIndexId,OrgCodeKey,OrganizationLevel,ESDOrganizationId,ESDName,DistrictCode,DistrictName,SchoolCode,SchoolName,DisplayName,RowCount,FileIndex
5,District|100001|10003|~,District,100001,Educational Service District 101,10003,Keller School District,,District Total,Keller School District | Educational Service District 101,48,Assmt_D_10003
6,District|100001|10050|~,District,100001,Educational Service District 101,10050,Curlew School District,,District Total,Curlew School District | Educational Service District 101,80,Assmt_D_10050
7,District|100001|10065|~,District,100001,Educational Service District 101,10065,Orient School District,,District Total,Orient School District | Educational Service District 101,68,Assmt_D_10065
8,District|100001|10070|~,District,100001,Educational Service District 101,10070,Inchelium School District,,District Total,Inchelium School District | Educational Service District 101,80,Assmt_D_10070
9,District|100001|10309|~,District,100001,Educational Service District 101,10309,Republic School District,,District Total,Republic School District | Educational Service District 101,80,Assmt_D_10309
10,District|100001|1109|~,District,100001,Educational Service District 101,1109,Washtucna School District,,District Total,Washtucna School District | Educational Service District 101,78,Assmt_D_1109
11,District|100001|1122|~,District,100001,Educational Service District 101,1122,Benge School District,,District Total,Benge School District | Educational Service District 101,20,Assmt_D_1122
12,District|100001|1158|~,District,100001,Educational Service District 101,1158,Lind School District,,District Total,Lind School District | Educational Service District 101,80,Assmt_D_1158
13,District|100001|1160|~,District,100001,Educational Service District 101,1160,Ritzville School District,,District Total,Ritzville School District | Educational Service District 101,80,Assmt_D_1160
14,District|100001|22008|~,District,100001,Educational Service District 101,22008,Sprague School District,,District Total,Sprague School District | Educational Service District 101,40,Assmt_D_22008
15,District|100001|22009|~,District,100001,Educational Service District 101,22009,Reardan-Edwall School District,,District Total,Reardan-Edwall School District | Educational Service District 101,79,Assmt_D_22009
16,District|100001|22017|~,District,100001,Educational Service District 101,22017,Almira School District,,District Total,Almira School District | Educational Service District 101,62,Assmt_D_22017
17,District|100001|22073|~,District,100001,Educational Service District 101,22073,Creston School District,,District Total,Creston School District | Educational Service District 101,80,Assmt_D_22073
18,District|100001|22105|~,District,100001,Educational Service District 101,22105,Odessa School District,,District Total,Odessa School District | Educational Service District 101,80,Assmt_D_22105
19,District|100001|22200|~,District,100001,Educational Service District 101,22200,Wilbur School District,,District Total,Wilbur School District | Educational Service District 101,80,Assmt_D_22200
20,District|100001|22204|~,District,100001,Educational Service District 101,22204,Harrington School District,,District Total,Harrington School District | Educational Service District 101,78,Assmt_D_22204
21,District|100001|22207|~,District,100001,Educational Service District 101,22207,Davenport School District,,District Total,Davenport School District | Educational Service District 101,80,Assmt_D_22207
22,District|100001|26056|~,District,100001,Educational Service District 101,26056,Newport School District,,District Total,Newport School District | Educational Service District 101,80,Assmt_D_26056
23,District|100001|26059|~,District,100001,Educational Service District 101,26059,Cusick School District,,District Total,Cusick School District | Educational Service District 101,80,Assmt_D_26059
24,District|100001|26070|~,District,100001,Educational Service District 101,26070,Selkirk School District,,District Total,Selkirk School District | Educational Service District 101,80,Assmt_D_26070
25,District|100001|32081|~,District,100001,Educational Service District 101,32081,Spokane School District,,District Total,Spokane School District | Educational Service District 101,80,Assmt_D_32081
26,District|100001|32123|~,District,100001,Educational Service District 101,32123,Orchard Prairie School District,,District Total,Orchard Prairie School District | Educational Service District 101,61,Assmt_D_32123
27,District|100001|32312|~,District,100001,Educational Service District 101,32312,Great Northern School District,,District Total,Great Northern School District | Educational Service District 101,49,Assmt_D_32312
28,District|100001|32325|~,District,100001,Educational Service District 101,32325,Nine Mile Falls School District,,District Total,Nine Mile Falls School District | Educational Service District 101,80,Assmt_D_32325
29,District|100001|32326|~,District,100001,Educational Service District 101,32326,Medical Lake School District,,District Total,Medical Lake School District | Educational Service District 101,80,Assmt_D_32326
30,District|100001|32354|~,District,100001,Educational Service District 101,32354,Mead School District,,District Total,Mead School District | Educational Service District 101,80,Assmt_D_32354
31,District|100001|32356|~,District,100001,Educational Service District 101,32356,Central Valley School District,,District Total,Central Valley School District | Educational Service District 101,80,Assmt_D_32356
32,District|100001|32358|~,District,100001,Educational Service District 101,32358,Freeman School District,,District Total,Freeman School District | Educational Service District 101,80,Assmt_D_32358
33,District|100001|32360|~,District,100001,Educational Service District 101,32360,Cheney School District,,District Total,Cheney School District | Educational Service District 101,80,Assmt_D_32360
34,District|100001|32361|~,District,100001,Educational Service District 101,32361,East Valley School District (Spokane),,District Total,East Valley School District (Spokane) | Educational Service District 101,80,Assmt_D_32361
35,District|100001|32362|~,District,100001,Educational Service District 101,32362,Liberty School District,,District Total,Liberty School District | Educational Service District 101,80,Assmt_D_32362
36,District|100001|32363|~,District,100001,Educational Service District 101,32363,West Valley School District (Spokane),,District Total,West Valley School District (Spokane) | Educational Service District 101,79,Assmt_D_32363
37,District|100001|32414|~,District,100001,Educational Service District 101,32414,Deer Park School District,,District Total,Deer Park School District | Educational Service District 101,80,Assmt_D_32414
38,District|100001|32416|~,District,100001,Educational Service District 101,32416,Riverside School District,,District Total,Riverside School District | Educational Service District 101,80,Assmt_D_32416
39,District|100001|33030|~,District,100001,Educational Service District 101,33030,Onion Creek School District,,District Total,Onion Creek School District | Educational Service District 101,48,Assmt_D_33030
40,District|100001|33036|~,District,100001,Educational Service District 101,33036,Chewelah School District,,District Total,Chewelah School District | Educational Service District 101,80,Assmt_D_33036
41,District|100001|33049|~,District,100001,Educational Service District 101,33049,Wellpinit School District #49,,District Total,Wellpinit School District #49 | Educational Service District 101,80,Assmt_D_33049
42,District|100001|33070|~,District,100001,Educational Service District 101,33070,Valley School District,,District Total,Valley School District | Educational Service District 101,72,Assmt_D_33070
43,District|100001|33115|~,District,100001,Educational Service District 101,33115,Colville School District,,District Total,Colville School District | Educational Service District 101,80,Assmt_D_33115
44,District|100001|33183|~,District,100001,Educational Service District 101,33183,Loon Lake School District,,District Total,Loon Lake School District | Educational Service District 101,52,Assmt_D_33183
45,District|100001|33202|~,District,100001,Educational Service District 101,33202,Summit Valley School District,,District Total,Summit Valley School District | Educational Service District 101,69,Assmt_D_33202
46,District|100001|33205|~,District,100001,Educational Service District 101,33205,Evergreen School District (Stevens),,District Total,Evergreen School District (Stevens) | Educational Service District 101,39,Assmt_D_33205
47,District|100001|33206|~,District,100001,Educational Service District 101,33206,Columbia (Stevens) School District,,District Total,Columbia (Stevens) School District | Educational Service District 101,80,Assmt_D_33206
48,District|100001|33207|~,District,100001,Educational Service District 101,33207,Mary Walker School District,,District Total,Mary Walker School District | Educational Service District 101,80,Assmt_D_33207
49,District|100001|33211|~,District,100001,Educational Service District 101,33211,Northport School District,,District Total,Northport School District | Educational Service District 101,80,Assmt_D_33211
50,District|100001|33212|~,District,100001,Educational Service District 101,33212,Kettle Falls School District,,District Total,Kettle Falls School District | Educational Service District 101,80,Assmt_D_33212
51,District|100001|38126|~,District,100001,Educational Service District 101,38126,LaCrosse School District,,District Total,LaCrosse School District | Educational Service District 101,80,Assmt_D_38126
52,District|100001|38264|~,District,100001,Educational Service District 101,38264,Lamont School District,,District Total,Lamont School District | Educational Service District 101,50,Assmt_D_38264
53,District|100001|38265|~,District,100001,Educational Service District 101,38265,Tekoa School District,,District Total,Tekoa School District | Educational Service District 101,79,Assmt_D_38265
54,District|100001|38267|~,District,100001,Educational Service District 101,38267,Pullman School District,,District Total,Pullman School District | Educational Service District 101,80,Assmt_D_38267
55,District|100001|38300|~,District,100001,Educational Service District 101,38300,Colfax School District,,District Total,Colfax School District | Educational Service District 101,80,Assmt_D_38300
56,District|100001|38301|~,District,100001,Educational Service District 101,38301,Palouse School District,,District Total,Palouse School District | Educational Service District 101,80,Assmt_D_38301
57,District|100001|38302|~,District,100001,Educational Service District 101,38302,Garfield School District,,District Total,Garfield School District | Educational Service District 101,80,Assmt_D_38302
58,District|100001|38304|~,District,100001,Educational Service District 101,38304,Steptoe School District,,District Total,Steptoe School District | Educational Service District 101,34,Assmt_D_38304
59,District|100001|38306|~,District,100001,Educational Service District 101,38306,Colton School District,,District Total,Colton School District | Educational Service District 101,80,Assmt_D_38306
60,District|100001|38308|~,District,100001,Educational Service District 101,38308,Endicott School District,,District Total,Endicott School District | Educational Service District 101,69,Assmt_D_38308
61,District|100001|38320|~,District,100001,Educational Service District 101,38320,Rosalia School District,,District Total,Rosalia School District | Educational Service District 101,80,Assmt_D_38320
62,District|100001|38322|~,District,100001,Educational Service District 101,38322,St. John School District,,District Total,St. John School District | Educational Service District 101,50,Assmt_D_38322
63,District|100001|38324|~,District,100001,Educational Service District 101,38324,Oakesdale School District,,District Total,Oakesdale School District | Educational Service District 101,80,Assmt_D_38324
64,District|100002|13073|~,District,100002,Educational Service District 105,13073,Wahluke School District,,District Total,Wahluke School District | Educational Service District 105,80,Assmt_D_13073
65,District|100002|13160|~,District,100002,Educational Service District 105,13160,Royal School District,,District Total,Royal School District | Educational Service District 105,80,Assmt_D_13160
66,District|100002|19007|~,District,100002,Educational Service District 105,19007,Damman School District,,District Total,Damman School District | Educational Service District 105,31,Assmt_D_19007
67,District|100002|19028|~,District,100002,Educational Service District 105,19028,Easton School District,,District Total,Easton School District | Educational Service District 105,80,Assmt_D_19028
68,District|100002|19400|~,District,100002,Educational Service District 105,19400,Thorp School District,,District Total,Thorp School District | Educational Service District 105,72,Assmt_D_19400
69,District|100002|19401|~,District,100002,Educational Service District 105,19401,Ellensburg School District,,District Total,Ellensburg School District | Educational Service District 105,80,Assmt_D_19401
70,District|100002|19403|~,District,100002,Educational Service District 105,19403,Kittitas School District,,District Total,Kittitas School District | Educational Service District 105,80,Assmt_D_19403
71,District|100002|19404|~,District,100002,Educational Service District 105,19404,Cle Elum-Roslyn School District,,District Total,Cle Elum-Roslyn School District | Educational Service District 105,80,Assmt_D_19404
72,District|100002|20203|~,District,100002,Educational Service District 105,20203,Bickleton School District,,District Total,Bickleton School District | Educational Service District 105,79,Assmt_D_20203
73,District|100002|20404|~,District,100002,Educational Service District 105,20404,Goldendale School District,,District Total,Goldendale School District | Educational Service District 105,80,Assmt_D_20404
74,District|100002|39002|~,District,100002,Educational Service District 105,39002,Union Gap School District,,District Total,Union Gap School District | Educational Service District 105,69,Assmt_D_39002
75,District|100002|39003|~,District,100002,Educational Service District 105,39003,Naches Valley School District,,District Total,Naches Valley School District | Educational Service District 105,80,Assmt_D_39003
76,District|100002|39007|~,District,100002,Educational Service District 105,39007,Yakima School District,,District Total,Yakima School District | Educational Service District 105,80,Assmt_D_39007
77,District|100002|39090|~,District,100002,Educational Service District 105,39090,East Valley School District (Yakima),,District Total,East Valley School District (Yakima) | Educational Service District 105,80,Assmt_D_39090
78,District|100002|39119|~,District,100002,Educational Service District 105,39119,Selah School District,,District Total,Selah School District | Educational Service District 105,80,Assmt_D_39119
79,District|100002|39120|~,District,100002,Educational Service District 105,39120,Mabton School District,,District Total,Mabton School District | Educational Service District 105,80,Assmt_D_39120
80,District|100002|39200|~,District,100002,Educational Service District 105,39200,Grandview School District,,District Total,Grandview School District | Educational Service District 105,80,Assmt_D_39200
81,District|100002|39201|~,District,100002,Educational Service District 105,39201,Sunnyside School District,,District Total,Sunnyside School District | Educational Service District 105,80,Assmt_D_39201
82,District|100002|39202|~,District,100002,Educational Service District 105,39202,Toppenish School District,,District Total,Toppenish School District | Educational Service District 105,80,Assmt_D_39202
83,District|100002|39203|~,District,100002,Educational Service District 105,39203,Highland School District,,District Total,Highland School District | Educational Service District 105,80,Assmt_D_39203
84,District|100002|39204|~,District,100002,Educational Service District 105,39204,Granger School District,,District Total,Granger School District | Educational Service District 105,80,Assmt_D_39204
85,District|100002|39205|~,District,100002,Educational Service District 105,39205,Zillah School District,,District Total,Zillah School District | Educational Service District 105,80,Assmt_D_39205
86,District|100002|39207|~,District,100002,Educational Service District 105,39207,Wapato School District,,District Total,Wapato School District | Educational Service District 105,80,Assmt_D_39207
87,District|100002|39208|~,District,100002,Educational Service District 105,39208,West Valley School District (Yakima),,District Total,West Valley School District (Yakima) | Educational Service District 105,80,Assmt_D_39208
88,District|100002|39209|~,District,100002,Educational Service District 105,39209,Mount Adams School District,,District Total,Mount Adams School District | Educational Service District 105,80,Assmt_D_39209
89,District|100003|20094|~,District,100003,Educational Service District 112,20094,Wishram School District,,District Total,Wishram School District | Educational Service District 112,78,Assmt_D_20094
90,District|100003|20215|~,District,100003,Educational Service District 112,20215,Centerville School District,,District Total,Centerville School District | Educational Service District 112,55,Assmt_D_20215
91,District|100003|20400|~,District,100003,Educational Service District 112,20400,Trout Lake School District,,District Total,Trout Lake School District | Educational Service District 112,80,Assmt_D_20400
92,District|100003|20401|~,District,100003,Educational Service District 112,20401,Glenwood School District,,District Total,Glenwood School District | Educational Service District 112,80,Assmt_D_20401
93,District|100003|20402|~,District,100003,Educational Service District 112,20402,Klickitat School District,,District Total,Klickitat School District | Educational Service District 112,78,Assmt_D_20402
94,District|100003|20403|~,District,100003,Educational Service District 112,20403,Roosevelt School District,,District Total,Roosevelt School District | Educational Service District 112,46,Assmt_D_20403
95,District|100003|20405|~,District,100003,Educational Service District 112,20405,White Salmon Valley School District,,District Total,White Salmon Valley School District | Educational Service District 112,80,Assmt_D_20405
96,District|100003|20406|~,District,100003,Educational Service District 112,20406,Lyle School District,,District Total,Lyle School District | Educational Service District 112,80,Assmt_D_20406
97,District|100003|25101|~,District,100003,Educational Service District 112,25101,Ocean Beach School District,,District Total,Ocean Beach School District | Educational Service District 112,80,Assmt_D_25101
98,District|100003|25155|~,District,100003,Educational Service District 112,25155,Naselle-Grays River Valley School District,,District Total,Naselle-Grays River Valley School District | Educational Service District 112,80,Assmt_D_25155
99,District|100003|30002|~,District,100003,Educational Service District 112,30002,Skamania School District,,District Total,Skamania School District | Educational Service District 112,20,Assmt_D_30002
100,District|100003|30029|~,District,100003,Educational Service District 112,30029,Mount Pleasant School District,,District Total,Mount Pleasant School District | Educational Service District 112,12,Assmt_D_30029
101,District|100003|30031|~,District,100003,Educational Service District 112,30031,Mill A School District,,District Total,Mill A School District | Educational Service District 112,48,Assmt_D_30031
102,District|100003|30303|~,District,100003,Educational Service District 112,30303,Stevenson-Carson School District,,District Total,Stevenson-Carson School District | Educational Service District 112,80,Assmt_D_30303
103,District|100003|35200|~,District,100003,Educational Service District 112,35200,Wahkiakum School District,,District Total,Wahkiakum School District | Educational Service District 112,80,Assmt_D_35200
104,District|100003|6037|~,District,100003,Educational Service District 112,6037,Vancouver School District,,District Total,Vancouver School District | Educational Service District 112,80,Assmt_D_6037
105,District|100003|6098|~,District,100003,Educational Service District 112,6098,Hockinson School District,,District Total,Hockinson School District | Educational Service District 112,80,Assmt_D_6098
106,District|100003|6101|~,District,100003,Educational Service District 112,6101,La Center School District,,District Total,La Center School District | Educational Service District 112,80,Assmt_D_6101
107,District|100003|6103|~,District,100003,Educational Service District 112,6103,Green Mountain School District,,District Total,Green Mountain School District | Educational Service District 112,62,Assmt_D_6103
108,District|100003|6112|~,District,100003,Educational Service District 112,6112,Washougal School District,,District Total,Washougal School District | Educational Service District 112,80,Assmt_D_6112
109,District|100003|6114|~,District,100003,Educational Service District 112,6114,Evergreen School District (Clark),,District Total,Evergreen School District (Clark) | Educational Service District 112,80,Assmt_D_6114
110,District|100003|6117|~,District,100003,Educational Service District 112,6117,Camas School District,,District Total,Camas School District | Educational Service District 112,80,Assmt_D_6117
111,District|100003|6119|~,District,100003,Educational Service District 112,6119,Battle Ground School District,,District Total,Battle Ground School District | Educational Service District 112,80,Assmt_D_6119
112,District|100003|6122|~,District,100003,Educational Service District 112,6122,Ridgefield School District,,District Total,Ridgefield School District | Educational Service District 112,80,Assmt_D_6122
113,District|100003|8122|~,District,100003,Educational Service District 112,8122,Longview School District,,District Total,Longview School District | Educational Service District 112,80,Assmt_D_8122
114,District|100003|8130|~,District,100003,Educational Service District 112,8130,Toutle Lake School District,,District Total,Toutle Lake School District | Educational Service District 112,80,Assmt_D_8130
115,District|100003|8401|~,District,100003,Educational Service District 112,8401,Castle Rock School District,,District Total,Castle Rock School District | Educational Service District 112,80,Assmt_D_8401
116,District|100003|8402|~,District,100003,Educational Service District 112,8402,Kalama School District,,District Total,Kalama School District | Educational Service District 112,80,Assmt_D_8402
117,District|100003|8404|~,District,100003,Educational Service District 112,8404,Woodland School District,,District Total,Woodland School District | Educational Service District 112,80,Assmt_D_8404
118,District|100003|8458|~,District,100003,Educational Service District 112,8458,Kelso School District,,District Total,Kelso School District | Educational Service District 112,80,Assmt_D_8458
119,District|100004|14005|~,District,100004,Capital Region ESD 113,14005,Aberdeen School District,,District Total,Aberdeen School District | Capital Region ESD 113,80,Assmt_D_14005
120,District|100004|14028|~,District,100004,Capital Region ESD 113,14028,Hoquiam School District,,District Total,Hoquiam School District | Capital Region ESD 113,80,Assmt_D_14028
121,District|100004|14064|~,District,100004,Capital Region ESD 113,14064,North Beach School District No. 64,,District Total,North Beach School District No. 64 | Capital Region ESD 113,80,Assmt_D_14064
122,District|100004|14065|~,District,100004,Capital Region ESD 113,14065,McCleary School District,,District Total,McCleary School District | Capital Region ESD 113,69,Assmt_D_14065
123,District|100004|14066|~,District,100004,Capital Region ESD 113,14066,Montesano School District,,District Total,Montesano School District | Capital Region ESD 113,80,Assmt_D_14066
124,District|100004|14068|~,District,100004,Capital Region ESD 113,14068,Elma School District,,District Total,Elma School District | Capital Region ESD 113,80,Assmt_D_14068
125,District|100004|14077|~,District,100004,Capital Region ESD 113,14077,Taholah School District,,District Total,Taholah School District | Capital Region ESD 113,80,Assmt_D_14077
126,District|100004|14097|~,District,100004,Capital Region ESD 113,14097,Lake Quinault School District,,District Total,Lake Quinault School District | Capital Region ESD 113,80,Assmt_D_14097
127,District|100004|14099|~,District,100004,Capital Region ESD 113,14099,Cosmopolis School District,,District Total,Cosmopolis School District | Capital Region ESD 113,49,Assmt_D_14099
128,District|100004|14104|~,District,100004,Capital Region ESD 113,14104,Satsop School District,,District Total,Satsop School District | Capital Region ESD 113,39,Assmt_D_14104
129,District|100004|14117|~,District,100004,Capital Region ESD 113,14117,Wishkah Valley School District,,District Total,Wishkah Valley School District | Capital Region ESD 113,80,Assmt_D_14117
130,District|100004|14172|~,District,100004,Capital Region ESD 113,14172,Ocosta School District,,District Total,Ocosta School District | Capital Region ESD 113,80,Assmt_D_14172
131,District|100004|14400|~,District,100004,Capital Region ESD 113,14400,Oakville School District,,District Total,Oakville School District | Capital Region ESD 113,80,Assmt_D_14400
132,District|100004|21014|~,District,100004,Capital Region ESD 113,21014,Napavine School District,,District Total,Napavine School District | Capital Region ESD 113,80,Assmt_D_21014
133,District|100004|21036|~,District,100004,Capital Region ESD 113,21036,Evaline School District,,District Total,Evaline School District | Capital Region ESD 113,49,Assmt_D_21036
134,District|100004|21206|~,District,100004,Capital Region ESD 113,21206,Mossyrock School District,,District Total,Mossyrock School District | Capital Region ESD 113,80,Assmt_D_21206
135,District|100004|21214|~,District,100004,Capital Region ESD 113,21214,Morton School District,,District Total,Morton School District | Capital Region ESD 113,80,Assmt_D_21214
136,District|100004|21226|~,District,100004,Capital Region ESD 113,21226,Adna School District,,District Total,Adna School District | Capital Region ESD 113,80,Assmt_D_21226
137,District|100004|21232|~,District,100004,Capital Region ESD 113,21232,Winlock School District,,District Total,Winlock School District | Capital Region ESD 113,80,Assmt_D_21232
138,District|100004|21234|~,District,100004,Capital Region ESD 113,21234,Boistfort School District,,District Total,Boistfort School District | Capital Region ESD 113,69,Assmt_D_21234
139,District|100004|21237|~,District,100004,Capital Region ESD 113,21237,Toledo School District,,District Total,Toledo School District | Capital Region ESD 113,80,Assmt_D_21237
140,District|100004|21300|~,District,100004,Capital Region ESD 113,21300,Onalaska School District,,District Total,Onalaska School District | Capital Region ESD 113,79,Assmt_D_21300
141,District|100004|21301|~,District,100004,Capital Region ESD 113,21301,Pe Ell School District,,District Total,Pe Ell School District | Capital Region ESD 113,80,Assmt_D_21301
142,District|100004|21302|~,District,100004,Capital Region ESD 113,21302,Chehalis School District,,District Total,Chehalis School District | Capital Region ESD 113,80,Assmt_D_21302
143,District|100004|21303|~,District,100004,Capital Region ESD 113,21303,White Pass School District,,District Total,White Pass School District | Capital Region ESD 113,80,Assmt_D_21303
144,District|100004|21401|~,District,100004,Capital Region ESD 113,21401,Centralia School District,,District Total,Centralia School District | Capital Region ESD 113,80,Assmt_D_21401
145,District|100004|23042|~,District,100004,Capital Region ESD 113,23042,Southside School District,,District Total,Southside School District | Capital Region ESD 113,59,Assmt_D_23042
146,District|100004|23054|~,District,100004,Capital Region ESD 113,23054,Grapeview School District,,District Total,Grapeview School District | Capital Region ESD 113,69,Assmt_D_23054
147,District|100004|23309|~,District,100004,Capital Region ESD 113,23309,Shelton School District,,District Total,Shelton School District | Capital Region ESD 113,80,Assmt_D_23309
148,District|100004|23311|~,District,100004,Capital Region ESD 113,23311,Mary M Knight School District,,District Total,Mary M Knight School District | Capital Region ESD 113,80,Assmt_D_23311
149,District|100004|23402|~,District,100004,Capital Region ESD 113,23402,Pioneer School District,,District Total,Pioneer School District | Capital Region ESD 113,69,Assmt_D_23402
150,District|100004|23404|~,District,100004,Capital Region ESD 113,23404,Hood Canal School District,,District Total,Hood Canal School District | Capital Region ESD 113,69,Assmt_D_23404
151,District|100004|25116|~,District,100004,Capital Region ESD 113,25116,Raymond School District,,District Total,Raymond School District | Capital Region ESD 113,80,Assmt_D_25116
152,District|100004|25118|~,District,100004,Capital Region ESD 113,25118,South Bend School District,,District Total,South Bend School District | Capital Region ESD 113,80,Assmt_D_25118
153,District|100004|25160|~,District,100004,Capital Region ESD 113,25160,Willapa Valley School District,,District Total,Willapa Valley School District | Capital Region ESD 113,80,Assmt_D_25160
154,District|100004|25200|~,District,100004,Capital Region ESD 113,25200,North River School District,,District Total,North River School District | Capital Region ESD 113,80,Assmt_D_25200
155,District|100004|34002|~,District,100004,Capital Region ESD 113,34002,Yelm School District,,District Total,Yelm School District | Capital Region ESD 113,80,Assmt_D_34002
156,District|100004|34003|~,District,100004,Capital Region ESD 113,34003,North Thurston Public Schools,,District Total,North Thurston Public Schools | Capital Region ESD 113,80,Assmt_D_34003
157,District|100004|34033|~,District,100004,Capital Region ESD 113,34033,Tumwater School District,,District Total,Tumwater School District | Capital Region ESD 113,80,Assmt_D_34033
158,District|100004|34111|~,District,100004,Capital Region ESD 113,34111,Olympia School District,,District Total,Olympia School District | Capital Region ESD 113,80,Assmt_D_34111
159,District|100004|34307|~,District,100004,Capital Region ESD 113,34307,Rainier School District,,District Total,Rainier School District | Capital Region ESD 113,80,Assmt_D_34307
160,District|100004|34324|~,District,100004,Capital Region ESD 113,34324,Griffin School District,,District Total,Griffin School District | Capital Region ESD 113,69,Assmt_D_34324
161,District|100004|34401|~,District,100004,Capital Region ESD 113,34401,Rochester School District,,District Total,Rochester School District | Capital Region ESD 113,79,Assmt_D_34401
162,District|100004|34402|~,District,100004,Capital Region ESD 113,34402,Tenino School District,,District Total,Tenino School District | Capital Region ESD 113,80,Assmt_D_34402
163,District|100005|16020|~,District,100005,Olympic Educational Service District 114,16020,Queets-Clearwater School District,,District Total,Queets-Clearwater School District | Olympic Educational Service District 114,59,Assmt_D_16020
164,District|100005|16046|~,District,100005,Olympic Educational Service District 114,16046,Brinnon School District,,District Total,Brinnon School District | Olympic Educational Service District 114,69,Assmt_D_16046
165,District|100005|16048|~,District,100005,Olympic Educational Service District 114,16048,Quilcene School District,,District Total,Quilcene School District | Olympic Educational Service District 114,80,Assmt_D_16048
166,District|100005|16049|~,District,100005,Olympic Educational Service District 114,16049,Chimacum School District,,District Total,Chimacum School District | Olympic Educational Service District 114,80,Assmt_D_16049
167,District|100005|16050|~,District,100005,Olympic Educational Service District 114,16050,Port Townsend School District,,District Total,Port Townsend School District | Olympic Educational Service District 114,80,Assmt_D_16050
168,District|100005|18100|~,District,100005,Olympic Educational Service District 114,18100,Bremerton School District,,District Total,Bremerton School District | Olympic Educational Service District 114,80,Assmt_D_18100
169,District|100005|18400|~,District,100005,Olympic Educational Service District 114,18400,North Kitsap School District,,District Total,North Kitsap School District | Olympic Educational Service District 114,80,Assmt_D_18400
170,District|100005|18401|~,District,100005,Olympic Educational Service District 114,18401,Central Kitsap School District,,District Total,Central Kitsap School District | Olympic Educational Service District 114,76,Assmt_D_18401
171,District|100005|18402|~,District,100005,Olympic Educational Service District 114,18402,South Kitsap School District,,District Total,South Kitsap School District | Olympic Educational Service District 114,80,Assmt_D_18402
172,District|100005|23403|~,District,100005,Olympic Educational Service District 114,23403,North Mason School District,,District Total,North Mason School District | Olympic Educational Service District 114,80,Assmt_D_23403
173,District|100005|5121|~,District,100005,Olympic Educational Service District 114,5121,Port Angeles School District,,District Total,Port Angeles School District | Olympic Educational Service District 114,80,Assmt_D_5121
174,District|100005|5313|~,District,100005,Olympic Educational Service District 114,5313,Crescent School District,,District Total,Crescent School District | Olympic Educational Service District 114,80,Assmt_D_5313
175,District|100005|5323|~,District,100005,Olympic Educational Service District 114,5323,Sequim School District,,District Total,Sequim School District | Olympic Educational Service District 114,80,Assmt_D_5323
176,District|100005|5401|~,District,100005,Olympic Educational Service District 114,5401,Cape Flattery School District,,District Total,Cape Flattery School District | Olympic Educational Service District 114,80,Assmt_D_5401
177,District|100005|5402|~,District,100005,Olympic Educational Service District 114,5402,Quillayute Valley School District,,District Total,Quillayute Valley School District | Olympic Educational Service District 114,80,Assmt_D_5402
178,District|100006|17001|~,District,100006,Puget Sound Educational Service District 121,17001,Seattle School District No. 1,,District Total,Seattle School District No. 1 | Puget Sound Educational Service District 121,80,Assmt_D_17001
179,District|100006|17210|~,District,100006,Puget Sound Educational Service District 121,17210,Federal Way School District,,District Total,Federal Way School District | Puget Sound Educational Service District 121,80,Assmt_D_17210
180,District|100006|17216|~,District,100006,Puget Sound Educational Service District 121,17216,Enumclaw School District,,District Total,Enumclaw School District | Puget Sound Educational Service District 121,80,Assmt_D_17216
181,District|100006|17400|~,District,100006,Puget Sound Educational Service District 121,17400,Mercer Island School District,,District Total,Mercer Island School District | Puget Sound Educational Service District 121,80,Assmt_D_17400
182,District|100006|17401|~,District,100006,Puget Sound Educational Service District 121,17401,Highline School District,,District Total,Highline School District | Puget Sound Educational Service District 121,80,Assmt_D_17401
183,District|100006|17402|~,District,100006,Puget Sound Educational Service District 121,17402,Vashon Island School District,,District Total,Vashon Island School District | Puget Sound Educational Service District 121,80,Assmt_D_17402
184,District|100006|17403|~,District,100006,Puget Sound Educational Service District 121,17403,Renton School District,,District Total,Renton School District | Puget Sound Educational Service District 121,80,Assmt_D_17403
185,District|100006|17404|~,District,100006,Puget Sound Educational Service District 121,17404,Skykomish School District,,District Total,Skykomish School District | Puget Sound Educational Service District 121,52,Assmt_D_17404
186,District|100006|17405|~,District,100006,Puget Sound Educational Service District 121,17405,Bellevue School District,,District Total,Bellevue School District | Puget Sound Educational Service District 121,80,Assmt_D_17405
187,District|100006|17406|~,District,100006,Puget Sound Educational Service District 121,17406,Tukwila School District,,District Total,Tukwila School District | Puget Sound Educational Service District 121,80,Assmt_D_17406
188,District|100006|17407|~,District,100006,Puget Sound Educational Service District 121,17407,Riverview School District,,District Total,Riverview School District | Puget Sound Educational Service District 121,80,Assmt_D_17407
189,District|100006|17408|~,District,100006,Puget Sound Educational Service District 121,17408,Auburn School District,,District Total,Auburn School District | Puget Sound Educational Service District 121,80,Assmt_D_17408
190,District|100006|17409|~,District,100006,Puget Sound Educational Service District 121,17409,Tahoma School District,,District Total,Tahoma School District | Puget Sound Educational Service District 121,80,Assmt_D_17409
191,District|100006|17410|~,District,100006,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,,District Total,Snoqualmie Valley School District | Puget Sound Educational Service District 121,80,Assmt_D_17410
192,District|100006|17411|~,District,100006,Puget Sound Educational Service District 121,17411,Issaquah School District,,District Total,Issaquah School District | Puget Sound Educational Service District 121,80,Assmt_D_17411
